time,open,high,low,close,Plot,Plot,Plot,Plot,Plot,Volume,Volume MA,Conversion Line,Base Line,Lagging Span,Lead 1,Lead 2,Plot,Plot,Plot,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,vwaprizz14,vwaprizz14_ema,Plot,Plot,RIZZY-2,a boaring middle line,a_boaring_line,a_boaring_line,buy,sell_sig,sell_sig,sell_sig,sell_sig,test,RSI
1230579000,13.75,14.25,13.75,14.25,13.07812788736,13.75,NaN,NaN,NaN,700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,86.52777633533083,50,90,10,0,0,0,0,0,NaN,86.52777633533083
1230651000,14.6,14.6,14.6,14.6,13.382502309888,14.149999999999999,NaN,NaN,NaN,282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100,7.142857142857143,100,7.142857142857143,92.2770544214042,50,90,10,0,1,0,1,0,0,92.2770544214042
1230654600,14.6,14.75,14.6,14.75,13.6560018479104,14.337499999999999,NaN,NaN,NaN,700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100,19.523809523809526,100,19.523809523809526,94.34542102028273,50,90,10,0,1,0,1,0,0,94.34542102028273
1230661800,14,14,14,14,13.72480147832832,14.399999999999999,NaN,NaN,NaN,300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100,30.253968253968257,100,30.253968253968257,25.649822767528605,50,90,10,0,1,0,1,0,0,25.649822767528605
1230665400,14,14,14,14,13.779841182662656,14.337499999999999,NaN,NaN,NaN,758,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98.81901329427849,39.39597425934296,98.81901329427849,39.39597425934296,25.649822767528605,50,90,10,0,1,0,1,0,0,25.649822767528605
1230669000,14.19,14.19,14.19,14.19,13.861872946130125,14.234999999999998,NaN,NaN,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,96.77363635353416,47.04632920523512,96.77363635353416,47.04632920523512,57.21682843482567,50,90,10,0,1,0,1,0,0,57.21682843482567
1230913800,13.56,13.56,13.56,13.56,13.8014983569041,13.937499999999996,NaN,NaN,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,96.3321755893885,53.6177753897889,96.3321755893885,53.6177753897889,14.995566709626345,50,90,10,0,1,0,1,0,0,14.995566709626345
1230924600,13.65,13.65,13.65,13.65,13.771198685523279,13.849999999999998,NaN,NaN,NaN,322,490.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87.51904722993646,58.137944968475246,87.51904722993646,58.137944968475246,29.796754597727016,50,90,10,0,1,0,1,0,0,29.796754597727016
1231353000,13.26,13.26,13.26,13.26,13.668958948418624,13.665,NaN,NaN,NaN,100,460.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86.74195886000876,61.951813487346385,86.74195886000876,61.951813487346385,11.875654876617702,50,90,10,0,1,0,1,0,0,11.875654876617702
1231785000,13.5,13.5,13.5,13.5,13.635167158734898,13.4925,NaN,NaN,NaN,100,440.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79.29030277053657,64.26361205843841,79.29030277053657,64.26361205843841,49.36079812197843,50,90,10,0,1,0,1,0,0,49.36079812197843
1231867800,12.85,12.85,12.85,12.85,13.478133726987917,13.314999999999998,NaN,NaN,NaN,200,440.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74.6964256285543,65.65465386778719,74.6964256285543,65.65465386778719,14.939399235204306,50,90,10,0,1,0,1,0,0,14.939399235204306
1232465400,12.26,12.26,12.26,12.26,13.234506981590334,12.9675,NaN,NaN,NaN,100,420.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,66.81529610023006,65.80940616544623,66.81529610023006,65.80940616544623,6.5930092050845985,50,90,10,0,0,0,0,0,0,6.5930092050845985
1233257400,12.75,12.75,12.75,12.75,13.137605585272269,12.840000000000002,NaN,NaN,NaN,100,420.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,57.569893839304285,64.71080452196064,57.569893839304285,64.71080452196064,51.55194124909896,50,90,10,0,0,0,0,0,0,51.55194124909896
